Edad,Rotacion,ViajesNegocio,TarifaDiaria,Departamento,DistanciaCasa,Educacion,CampoEducativo,NumeroEmpleados,SatisfaccionEntorno,Genero,TarifaHora,Involucramiento,NivelPuesto,RolTrabajo,SatisfaccionLaboral,EstadoCivil,IngresoMensual,TarifaMensual,NumEmpresas,Mayor18,HorasExtra,PorcentajeAumento,Rendimiento,SatisfaccionRelacion,HorasEstandar,NivelStock,AniosTotales,CapacitacionesAnio,BalanceVidaTrabajo,AniosEmpresa,AniosRolActual,AniosDesdeAscenso,AniosConJefe
29,yes,travel_rarely,806,research & development,7,3,technical degree,1,2,female,39,3,1,laboratory technician,3,divorced,3339,17285,3,y,yes,13,3,1,80,2,10,2,3,7,7,7,7
28,no,travel_rarely,640,research & development,1,3,technical degree,1,4,male,84,3,1,research scientist,1,single,2080,4732,2,y,no,11,3,2,80,0,5,2,2,3,2,1,2
25,no,travel_rarely,266,research & development,1,3,medical,1,4,female,40,3,1,research scientist,2,single,2096,18830,1,y,no,18,3,4,80,0,2,3,2,2,2,2,1
32,no,travel_rarely,604,sales,8,3,medical,1,3,male,56,4,2,sales executive,4,married,6209,11693,1,y,no,15,3,3,80,2,10,4,4,10,7,0,8
58,no,travel_rarely,848,research & development,23,4,life sciences,1,1,male,88,3,1,research scientist,3,divorced,2372,26076,1,y,no,12,3,4,80,2,2,3,3,2,2,2,2
32,yes,travel_rarely,1089,research & development,7,2,life sciences,1,4,male,79,3,2,laboratory technician,3,married,4883,22845,1,y,no,18,3,1,80,1,10,3,3,10,4,1,1
39,yes,travel_rarely,360,research & development,23,3,medical,1,3,male,93,3,1,research scientist,1,single,3904,22154,0,y,no,13,3,1,80,0,6,2,3,5,2,0,3
46,no,travel_rarely,991,human resources,1,2,life sciences,1,4,female,44,3,1,human resources,1,single,3423,22957,6,y,no,12,3,3,80,0,10,3,4,7,6,5,7
40,yes,travel_rarely,299,sales,25,4,marketing,1,4,male,57,2,3,sales executive,2,single,9094,17235,2,y,yes,12,3,3,80,0,9,2,3,5,4,1,0
31,yes,travel_frequently,1060,sales,1,3,life sciences,1,4,female,54,3,1,sales representative,2,single,2302,8319,1,y,yes,11,3,1,80,0,3,2,4,3,2,2,2
44,yes,travel_rarely,935,research & development,3,3,life sciences,1,1,male,89,3,1,laboratory technician,1,married,2362,14669,4,y,no,12,3,3,80,0,10,4,4,3,2,1,2
41,no,travel_frequently,1018,sales,1,3,marketing,1,3,female,66,3,2,sales executive,1,divorced,4103,4297,0,y,no,17,3,4,80,1,10,2,3,9,3,1,7
35,no,travel_frequently,482,research & development,4,4,life sciences,1,3,male,87,3,2,research scientist,3,single,4249,2690,1,y,yes,11,3,2,80,0,9,3,3,9,6,1,1
38,no,travel_rarely,1009,sales,2,2,life sciences,1,2,female,31,3,2,sales executive,1,divorced,6893,19461,3,y,no,15,3,4,80,1,11,3,3,7,7,1,7
36,no,travel_frequently,607,sales,7,3,marketing,1,1,female,83,4,2,sales executive,1,married,4639,2261,2,y,no,16,3,4,80,1,17,2,2,15,7,6,13
48,no,travel_rarely,855,research & development,4,3,life sciences,1,4,male,54,3,3,manufacturing director,4,single,7898,18706,1,y,no,11,3,3,80,0,11,2,3,10,9,0,8
27,no,travel_rarely,1291,sales,11,3,medical,1,3,female,98,4,1,sales representative,4,married,2534,6527,8,y,no,14,3,2,80,1,5,4,3,1,0,0,0
34,no,travel_rarely,285,research & development,29,3,medical,1,2,male,86,3,2,laboratory technician,3,married,5429,17491,4,y,no,13,3,1,80,2,10,1,3,8,7,7,7
31,yes,travel_frequently,703,sales,2,3,life sciences,1,3,female,90,2,1,sales representative,4,single,2785,11882,7,y,no,14,3,3,80,0,3,3,4,1,0,0,0
34,no,travel_rarely,404,research & development,2,4,technical degree,1,3,female,98,3,2,healthcare representative,4,single,6687,6163,1,y,no,11,3,4,80,0,14,2,4,14,11,4,11
31,yes,travel_rarely,330,research & development,22,4,medical,1,4,male,98,3,2,manufacturing director,3,married,6179,21057,1,y,yes,15,3,4,80,2,10,3,2,10,2,6,7
39,no,travel_rarely,1498,sales,21,4,life sciences,1,1,male,44,2,2,sales executive,4,married,6120,3567,3,y,yes,12,3,4,80,2,8,2,4,5,4,1,4
41,no,travel_frequently,1200,research & development,22,3,life sciences,1,4,female,75,3,2,research scientist,4,divorced,5467,13953,3,y,yes,14,3,1,80,2,12,4,2,6,2,3,3
37,no,travel_rarely,1439,research & development,4,1,life sciences,1,3,male,54,3,1,research scientist,3,married,2996,5182,7,y,yes,15,3,4,80,0,8,2,3,6,4,1,3
33,no,travel_frequently,1111,sales,5,1,life sciences,1,2,male,61,3,2,sales executive,4,married,9998,19293,6,y,no,13,3,1,80,0,8,2,4,5,4,1,2
25,no,travel_rarely,1372,sales,18,1,life sciences,1,1,male,93,4,2,sales executive,3,married,6232,12477,2,y,no,11,3,2,80,0,6,3,2,3,2,1,2
52,no,travel_frequently,322,research & development,28,2,medical,1,4,female,59,4,4,manufacturing director,3,married,13247,9731,2,y,yes,11,3,2,80,1,24,3,2,5,3,0,2
27,no,travel_rarely,205,sales,10,3,marketing,1,4,female,98,2,2,sales executive,4,married,5769,7100,1,y,yes,11,3,4,80,0,6,3,3,6,2,4,4
27,yes,travel_rarely,135,research & development,17,4,life sciences,1,4,female,51,3,1,research scientist,3,single,2394,25681,1,y,yes,13,3,4,80,0,8,2,3,8,2,7,7
26,no,travel_rarely,683,research & development,2,1,medical,1,1,male,36,2,1,research scientist,4,single,3904,4050,0,y,no,12,3,4,80,0,5,2,3,4,3,1,1
35,no,travel_frequently,200,research & development,18,2,life sciences,1,3,male,60,3,3,manufacturing director,4,single,9362,19944,2,y,no,11,3,3,80,0,10,2,3,2,2,2,2
25,no,travel_rarely,949,research & development,1,3,technical degree,1,1,male,81,3,1,laboratory technician,4,married,3229,4910,4,y,no,11,3,2,80,1,7,2,2,3,2,0,2
26,no,travel_rarely,652,research & development,7,3,other,1,3,male,100,4,1,laboratory technician,1,single,3578,23577,0,y,no,12,3,4,80,0,8,2,3,7,7,0,7
29,no,travel_rarely,332,human resources,17,3,other,1,2,male,51,2,3,human resources,1,single,7988,9769,1,y,no,13,3,1,80,0,10,3,2,10,9,0,9
29,yes,travel_frequently,337,research & development,14,1,other,1,3,female,84,3,3,healthcare representative,4,single,7553,22930,0,y,yes,12,3,1,80,0,9,1,3,8,7,7,7
36,no,travel_rarely,1174,sales,3,4,marketing,1,1,female,99,3,2,sales executive,2,single,9278,20763,3,y,yes,16,3,4,80,0,15,3,3,5,4,0,1
31,yes,travel_frequently,667,sales,1,4,life sciences,1,2,female,50,1,1,sales representative,3,single,1359,16154,1,y,no,12,3,2,80,0,1,3,3,1,0,0,0
30,no,travel_rarely,855,sales,7,4,marketing,1,4,female,73,3,2,sales executive,1,divorced,4779,12761,7,y,no,14,3,2,80,2,8,3,3,3,2,0,2
31,no,travel_rarely,182,research & development,8,5,life sciences,1,1,female,93,3,4,research director,2,single,16422,8847,3,y,no,11,3,3,80,0,9,3,4,3,2,1,0
34,no,travel_frequently,560,research & development,1,4,other,1,4,male,91,3,1,research scientist,1,divorced,2996,20284,5,y,no,14,3,3,80,2,10,2,3,4,3,1,3
31,yes,travel_rarely,202,research & development,8,3,life sciences,1,1,female,34,2,1,research scientist,2,single,1261,22262,1,y,no,12,3,3,80,0,1,3,4,1,0,0,0
27,no,travel_rarely,1377,research & development,11,1,life sciences,1,2,male,91,3,1,laboratory technician,1,married,2099,7679,0,y,no,14,3,2,80,0,6,3,4,5,0,1,4
36,no,travel_rarely,172,research & development,4,4,life sciences,1,1,male,37,2,2,laboratory technician,4,single,5810,22604,1,y,no,16,3,3,80,0,10,2,2,10,4,1,8
36,no,travel_rarely,329,sales,16,4,marketing,1,3,female,98,2,2,sales executive,1,married,5647,13494,4,y,no,13,3,1,80,2,11,3,2,3,2,0,2
47,no,travel_rarely,465,research & development,1,3,technical degree,1,1,male,74,3,1,research scientist,4,married,3420,10205,7,y,no,12,3,3,80,1,17,2,2,6,5,1,2
25,yes,travel_rarely,383,sales,9,2,life sciences,1,1,male,68,2,1,sales representative,1,married,4400,15182,3,y,no,12,3,1,80,0,6,2,3,3,2,2,2
37,no,non-travel,1413,research & development,5,2,technical degree,1,3,male,84,4,1,laboratory technician,3,single,3500,25470,0,y,no,14,3,1,80,0,7,2,1,6,5,1,3
24,no,travel_rarely,1476,sales,4,1,medical,1,4,female,42,3,2,sales executive,3,married,4162,15211,1,y,yes,12,3,3,80,2,5,3,3,5,4,0,3
32,no,travel_rarely,601,sales,7,5,marketing,1,4,male,97,3,2,sales executive,4,married,9204,23343,4,y,no,12,3,3,80,1,7,3,2,4,3,0,3
34,no,travel_rarely,401,research & development,1,3,life sciences,1,4,female,86,2,1,laboratory technician,2,married,3294,3708,5,y,no,17,3,1,80,1,7,2,2,5,4,0,2
40,no,non-travel,663,research & development,9,4,other,1,3,male,81,3,2,laboratory technician,3,divorced,3975,23099,3,y,no,11,3,3,80,2,11,2,4,8,7,0,7
46,yes,travel_rarely,377,sales,9,3,marketing,1,1,male,52,3,3,sales executive,4,divorced,10096,15986,4,y,no,11,3,1,80,1,28,1,4,7,7,4,3
31,yes,travel_frequently,1445,research & development,1,5,life sciences,1,3,female,100,4,3,manufacturing director,2,single,7446,8931,1,y,no,11,3,1,80,0,10,2,3,10,8,4,7
45,no,travel_rarely,1038,research & development,20,3,medical,1,2,male,95,1,3,healthcare representative,1,divorced,10851,19863,2,y,yes,18,3,2,80,1,24,2,3,7,7,0,7
31,yes,travel_frequently,523,research & development,2,3,life sciences,1,2,male,94,3,1,laboratory technician,4,married,3722,21081,6,y,yes,13,3,3,80,1,7,2,1,2,2,2,2
45,no,travel_rarely,1448,research & development,29,3,technical degree,1,2,male,55,3,3,manufacturing director,4,married,9380,14720,4,y,yes,18,3,4,80,2,10,4,4,3,1,1,2
28,no,travel_rarely,866,sales,5,3,medical,1,4,male,84,3,2,sales executive,1,single,8463,23490,0,y,no,18,3,4,80,0,6,4,3,5,4,1,3
40,no,travel_rarely,896,research & development,2,3,medical,1,3,male,68,3,1,research scientist,3,divorced,2345,8045,2,y,no,14,3,3,80,1,8,3,4,3,1,1,2
44,no,travel_rarely,1467,research & development,20,3,life sciences,1,4,male,49,3,1,research scientist,2,single,3420,21158,1,y,no,13,3,3,80,0,6,3,2,5,2,1,3
33,no,travel_frequently,430,sales,7,3,medical,1,4,male,54,3,2,sales executive,1,married,4373,17456,0,y,no,14,3,1,80,2,5,2,3,4,3,0,3
34,no,travel_rarely,1326,sales,3,3,other,1,4,male,81,1,2,sales executive,1,single,4759,15891,3,y,no,18,3,4,80,0,15,2,3,13,9,3,12
30,no,travel_rarely,1358,sales,16,1,life sciences,1,4,male,96,3,2,sales executive,3,married,5301,2939,8,y,no,15,3,3,80,2,4,2,2,2,1,2,2
42,no,travel_frequently,748,research & development,9,2,medical,1,1,female,74,3,1,laboratory technician,4,single,3673,16458,1,y,no,13,3,3,80,0,12,3,3,12,9,5,8
44,no,travel_frequently,383,sales,1,5,marketing,1,1,female,79,3,2,sales executive,3,married,4768,9282,7,y,no,12,3,3,80,1,11,4,2,1,0,0,0
30,no,non-travel,990,research & development,7,3,technical degree,1,3,male,64,3,1,research scientist,3,divorced,1274,7152,1,y,no,13,3,2,80,2,1,2,2,1,0,0,0
28,yes,travel_frequently,1496,sales,1,3,technical degree,1,1,male,92,3,1,sales representative,3,married,2909,15747,3,y,no,15,3,4,80,1,5,3,4,3,2,1,2
29,yes,travel_frequently,115,sales,13,3,technical degree,1,1,female,51,3,2,sales executive,2,single,5765,17485,5,y,no,11,3,1,80,0,7,4,1,5,3,0,0
35,no,travel_rarely,660,sales,7,1,life sciences,1,4,male,76,3,1,sales representative,3,married,2404,16192,1,y,no,13,3,1,80,1,1,3,3,1,0,0,0
24,yes,travel_frequently,381,research & development,9,3,medical,1,2,male,89,3,1,laboratory technician,1,single,3172,16998,2,y,yes,11,3,3,80,0,4,2,2,0,0,0,0
24,no,non-travel,830,sales,13,2,life sciences,1,4,female,78,3,1,sales representative,2,married,2033,7103,1,y,no,13,3,3,80,1,1,2,3,1,0,0,0
44,no,travel_frequently,1193,research & development,2,1,medical,1,2,male,86,3,3,manufacturing director,3,single,10209,19719,5,y,yes,18,3,2,80,0,16,2,2,2,2,2,2
29,no,travel_rarely,1246,sales,19,3,life sciences,1,3,male,77,2,2,sales executive,3,divorced,8620,23757,1,y,no,14,3,3,80,2,10,3,3,10,7,0,4
55,no,travel_rarely,1229,research & development,4,4,life sciences,1,4,male,30,3,2,healthcare representative,3,married,4035,16143,0,y,yes,16,3,2,80,0,4,2,3,3,2,1,2
47,no,travel_rarely,571,sales,14,3,medical,1,3,female,78,3,2,sales executive,3,married,4591,24200,3,y,yes,17,3,3,80,1,11,4,2,5,4,1,2
28,yes,travel_frequently,289,research & development,2,2,medical,1,3,male,38,2,1,laboratory technician,1,single,2561,5355,7,y,no,11,3,3,80,0,8,2,2,0,0,0,0
28,no,travel_rarely,1423,research & development,1,3,life sciences,1,1,male,72,2,1,research scientist,3,divorced,1563,12530,1,y,no,14,3,4,80,1,1,2,1,1,0,0,0
28,no,travel_rarely,1083,research & development,29,1,life sciences,1,3,male,96,1,2,manufacturing director,2,married,6549,3173,1,y,no,14,3,2,80,2,8,2,2,8,6,1,7
29,yes,travel_rarely,224,research & development,1,4,technical degree,1,1,male,100,2,1,research scientist,1,single,2362,7568,6,y,no,13,3,3,80,0,11,2,1,9,7,0,7
39,no,travel_rarely,1089,research & development,6,3,life sciences,1,2,female,32,3,3,manufacturing director,2,single,8376,9150,4,y,no,18,3,4,80,0,9,3,3,2,0,2,2
35,no,travel_rarely,1029,research & development,16,3,life sciences,1,4,female,91,2,3,healthcare representative,2,single,8606,21195,1,y,no,19,3,4,80,0,11,3,1,11,8,3,3
23,no,travel_rarely,507,research & development,20,1,life sciences,1,1,male,97,3,2,laboratory technician,3,single,2272,24812,0,y,no,14,3,2,80,0,5,2,3,4,3,1,2
40,yes,travel_rarely,676,research & development,9,4,life sciences,1,4,male,86,3,1,laboratory technician,1,single,2018,21831,3,y,no,14,3,2,80,0,15,3,1,5,4,1,0
31,yes,travel_frequently,561,research & development,3,3,life sciences,1,4,female,33,3,1,research scientist,3,single,4084,4156,1,y,no,12,3,1,80,0,7,2,1,7,2,7,7
42,no,travel_rarely,1210,research & development,2,3,medical,1,3,male,68,2,1,laboratory technician,2,married,4841,24052,4,y,no,14,3,2,80,1,4,3,3,1,0,0,0
37,no,travel_rarely,674,research & development,13,3,medical,1,1,male,47,3,2,research scientist,4,married,4285,3031,1,y,no,17,3,1,80,0,10,2,3,10,8,3,7
29,no,travel_rarely,441,research & development,8,1,other,1,3,female,39,1,2,healthcare representative,1,married,9715,7288,3,y,no,13,3,3,80,1,9,3,3,7,7,0,7
33,no,travel_rarely,575,research & development,25,3,life sciences,1,4,male,44,2,2,manufacturing director,2,single,4320,24152,1,y,no,13,3,4,80,0,5,2,3,5,3,0,2
33,no,travel_rarely,589,research & development,28,4,life sciences,1,2,male,79,3,2,laboratory technician,3,married,5207,22949,1,y,yes,12,3,2,80,1,15,3,3,15,14,5,7
40,no,non-travel,1142,research & development,8,2,life sciences,1,4,male,72,3,2,healthcare representative,4,divorced,4069,8841,3,y,yes,18,3,3,80,0,8,2,3,2,2,2,2
32,no,travel_rarely,824,research & development,5,2,life sciences,1,4,female,67,2,2,research scientist,2,married,5878,15624,3,y,no,12,3,1,80,1,12,2,3,7,1,2,5
48,no,travel_rarely,492,sales,16,4,life sciences,1,3,female,96,3,2,sales executive,3,divorced,6439,13693,8,y,no,14,3,3,80,1,18,2,3,8,7,7,7
29,no,travel_rarely,598,research & development,9,3,life sciences,1,3,male,91,4,1,research scientist,3,married,2451,22376,6,y,no,18,3,1,80,2,5,2,2,1,0,0,0
30,yes,travel_rarely,740,sales,1,3,life sciences,1,2,male,64,2,2,sales executive,1,married,9714,5323,1,y,no,11,3,4,80,1,10,4,3,10,8,6,7
38,no,travel_frequently,888,human resources,10,4,human resources,1,3,male,71,3,2,human resources,3,married,6077,14814,3,y,no,11,3,3,80,0,10,2,3,6,3,1,2
35,no,travel_rarely,992,research & development,1,3,medical,1,4,male,68,2,1,laboratory technician,1,single,2450,21731,1,y,no,19,3,2,80,0,3,3,3,3,0,1,2
30,no,travel_rarely,1288,sales,29,4,technical degree,1,3,male,33,3,3,sales executive,2,married,9250,17799,3,y,no,12,3,2,80,1,9,3,3,4,2,1,3
35,yes,travel_rarely,104,research & development,2,3,life sciences,1,1,female,69,3,1,laboratory technician,1,divorced,2074,26619,1,y,yes,12,3,4,80,1,1,2,3,1,0,0,0
38,yes,travel_rarely,903,research & development,2,3,medical,1,3,male,81,3,2,manufacturing director,2,married,4855,7653,4,y,no,11,3,1,80,2,7,2,3,5,2,1,4
32,no,non-travel,1200,research & development,1,4,technical degree,1,4,male,62,3,2,research scientist,1,married,4087,25174,4,y,no,14,3,2,80,1,9,3,2,6,5,1,2
48,no,travel_rarely,1108,research & development,15,4,other,1,3,female,65,3,1,research scientist,1,married,2367,16530,8,y,no,12,3,4,80,1,10,3,2,8,2,7,6
34,no,travel_rarely,479,research & development,7,4,medical,1,1,male,35,3,1,research scientist,4,single,2972,22061,1,y,no,13,3,3,80,0,1,4,1,1,0,0,0
38,no,travel_rarely,1245,sales,14,3,life sciences,1,3,male,80,3,2,sales executive,2,married,9924,12355,0,y,no,11,3,4,80,1,10,3,3,9,8,7,7
29,no,travel_rarely,1370,research & development,3,1,medical,1,2,male,87,3,1,laboratory technician,1,single,4723,16213,1,y,yes,18,3,4,80,0,10,3,3,10,9,1,5
35,no,travel_rarely,670,research & development,10,4,medical,1,1,female,51,3,2,healthcare representative,3,single,6142,4223,3,y,yes,16,3,3,80,0,10,4,3,5,2,0,4
39,no,travel_rarely,1462,sales,6,3,medical,1,4,male,38,4,3,sales executive,3,married,8237,4658,2,y,no,11,3,1,80,1,11,3,3,7,6,7,6
23,no,travel_rarely,977,research & development,10,3,technical degree,1,4,male,45,4,1,research scientist,3,married,2073,12826,2,y,no,16,3,4,80,1,4,2,3,2,2,2,2
36,no,travel_frequently,1302,research & development,6,4,life sciences,1,1,male,80,4,2,laboratory technician,1,married,5562,19711,3,y,yes,13,3,4,80,1,9,3,3,3,2,0,2
35,no,travel_rarely,750,research & development,28,3,life sciences,1,2,male,46,4,2,laboratory technician,3,married,3407,25348,1,y,no,17,3,4,80,2,10,3,2,10,9,6,8
34,no,travel_frequently,653,research & development,10,4,technical degree,1,4,male,92,2,2,healthcare representative,3,married,5063,15332,1,y,no,14,3,2,80,1,8,3,2,8,2,7,7
40,no,travel_rarely,118,sales,14,2,life sciences,1,4,female,84,3,2,sales executive,1,married,4639,11262,1,y,no,15,3,3,80,1,5,2,3,5,4,1,2
22,no,non-travel,457,research & development,26,2,other,1,2,female,85,2,1,research scientist,3,married,2814,10293,1,y,yes,14,3,2,80,0,4,2,2,4,2,1,3
32,no,travel_rarely,634,research & development,5,4,other,1,2,female,35,4,1,research scientist,4,married,3312,18783,3,y,no,17,3,4,80,2,6,3,3,3,2,0,2
30,no,travel_rarely,241,research & development,7,3,medical,1,2,male,48,2,1,research scientist,2,married,2141,5348,1,y,no,12,3,2,80,1,6,3,2,6,4,1,1
45,no,travel_rarely,1015,research & development,5,5,medical,1,3,female,50,1,2,laboratory technician,1,single,5769,23447,1,y,yes,14,3,1,80,0,10,3,3,10,7,1,4
45,no,non-travel,336,sales,26,3,marketing,1,1,male,52,2,2,sales executive,1,married,4385,24162,1,y,no,15,3,1,80,1,10,2,3,10,7,4,5
31,no,travel_frequently,715,sales,2,4,other,1,4,male,54,3,2,sales executive,1,single,5332,21602,7,y,no,13,3,4,80,0,10,3,3,5,2,0,3
34,no,travel_frequently,426,research & development,10,4,life sciences,1,3,male,42,4,2,manufacturing director,4,divorced,4724,17000,1,y,no,13,3,1,80,1,9,3,3,9,7,7,2
49,no,travel_rarely,722,research & development,25,4,life sciences,1,3,female,84,3,1,laboratory technician,1,married,3211,22102,1,y,no,14,3,4,80,1,10,3,2,9,6,1,4
27,no,travel_rarely,1302,research & development,19,3,other,1,4,male,67,2,1,laboratory technician,1,divorced,4066,16290,1,y,no,11,3,1,80,2,7,3,3,7,7,0,7
21,no,travel_rarely,546,research & development,5,1,medical,1,3,male,97,3,1,research scientist,4,single,3117,26009,1,y,no,18,3,3,80,0,3,2,3,2,2,2,2
18,yes,travel_frequently,544,sales,3,2,medical,1,2,female,70,3,1,sales representative,4,single,1569,18420,1,y,yes,12,3,3,80,0,0,2,4,0,0,0,0
39,no,travel_rarely,170,research & development,3,2,medical,1,3,male,76,2,2,laboratory technician,3,divorced,3069,10302,0,y,no,15,3,4,80,1,11,3,3,10,8,0,7
39,no,travel_frequently,711,research & development,4,3,medical,1,1,female,81,3,2,manufacturing director,3,single,5042,3140,0,y,no,13,3,4,80,0,10,2,1,9,2,3,8
45,no,travel_rarely,1329,research & development,2,2,other,1,4,female,59,2,2,manufacturing director,4,divorced,5770,5388,1,y,no,19,3,1,80,2,10,3,3,10,7,3,9
37,no,travel_rarely,1470,research & development,10,3,medical,1,2,female,71,3,1,research scientist,2,married,3936,9953,1,y,no,11,3,1,80,1,8,2,1,8,4,7,7
40,no,travel_rarely,448,research & development,16,3,life sciences,1,3,female,84,3,3,manufacturing director,4,single,7945,19948,6,y,yes,15,3,4,80,0,18,2,2,4,2,3,3
44,no,travel_frequently,602,human resources,1,5,human resources,1,1,male,37,3,2,human resources,4,married,5743,10503,4,y,yes,11,3,3,80,0,14,3,3,10,7,0,2
35,yes,travel_rarely,763,sales,15,2,medical,1,1,male,59,1,2,sales executive,4,divorced,5440,22098,6,y,yes,14,3,4,80,2,7,2,2,2,2,2,2
24,no,travel_frequently,567,research & development,2,1,technical degree,1,1,female,32,3,1,research scientist,4,single,3760,17218,1,y,yes,13,3,3,80,0,6,2,3,6,3,1,3
40,yes,travel_rarely,1329,research & development,7,3,life sciences,1,1,male,73,3,1,laboratory technician,1,single,2166,3339,3,y,yes,14,3,2,80,0,10,3,1,4,2,0,3
49,no,travel_rarely,301,research & development,22,4,other,1,1,female,72,3,4,research director,2,married,16413,3498,3,y,no,16,3,2,80,2,27,2,3,4,2,1,2
20,no,travel_rarely,1141,sales,2,3,medical,1,3,female,31,3,1,sales representative,3,single,2783,13251,1,y,no,19,3,1,80,0,2,3,3,2,2,2,2
34,no,travel_rarely,1130,research & development,3,3,life sciences,1,4,female,66,3,2,research scientist,2,divorced,5433,19332,1,y,no,12,3,3,80,1,11,2,3,11,8,7,9
36,no,travel_rarely,311,research & development,7,3,life sciences,1,1,male,77,3,1,laboratory technician,2,single,2013,10950,2,y,no,11,3,3,80,0,15,4,3,4,3,1,3
38,no,travel_frequently,1189,research & development,1,3,life sciences,1,4,male,90,3,2,research scientist,4,married,4735,9867,7,y,no,15,3,4,80,2,19,4,4,13,11,2,9
29,no,travel_rarely,991,sales,5,3,medical,1,1,male,43,2,2,sales executive,2,divorced,4187,3356,1,y,yes,13,3,2,80,1,10,3,2,10,0,0,9
32,no,travel_rarely,977,research & development,2,3,medical,1,4,male,45,3,2,research scientist,2,divorced,5470,25518,0,y,no,13,3,3,80,2,10,4,2,9,5,1,6
31,no,travel_rarely,1112,sales,5,4,life sciences,1,1,female,67,3,2,sales executive,4,married,5476,22589,1,y,no,11,3,1,80,2,10,2,3,10,0,0,2
49,no,travel_rarely,464,research & development,16,3,medical,1,4,female,74,3,1,laboratory technician,1,divorced,2587,24941,4,y,yes,16,3,2,80,1,17,2,2,2,2,2,2
49,no,travel_rarely,809,research & development,1,3,life sciences,1,3,male,36,3,4,manager,3,single,15379,22384,4,y,no,14,3,1,80,0,23,2,3,8,7,0,0
41,no,travel_rarely,1206,sales,23,2,life sciences,1,4,male,80,3,3,sales executive,3,single,7082,11591,3,y,yes,16,3,4,80,0,21,2,3,2,0,0,2
20,no,travel_rarely,727,sales,9,1,life sciences,1,4,male,54,3,1,sales representative,1,single,2728,21082,1,y,no,11,3,1,80,0,2,3,3,2,2,0,2
36,no,travel_rarely,1351,research & development,26,4,life sciences,1,1,male,80,3,2,healthcare representative,3,married,5347,7419,6,y,no,14,3,2,80,2,10,2,2,3,2,0,2
23,yes,travel_rarely,1320,research & development,8,1,medical,1,4,male,93,2,1,laboratory technician,3,single,3989,20586,1,y,yes,11,3,1,80,0,5,2,3,5,4,1,2
53,no,travel_rarely,1395,research & development,24,4,medical,1,2,male,48,4,3,healthcare representative,4,married,7005,3458,3,y,no,15,3,3,80,0,11,2,3,4,3,1,2
48,yes,travel_frequently,708,sales,7,2,medical,1,4,female,95,3,1,sales representative,3,married,2655,11740,2,y,yes,11,3,3,80,2,19,3,3,9,7,7,7
32,yes,travel_rarely,1259,research & development,2,4,life sciences,1,4,male,95,3,1,laboratory technician,2,single,1393,24852,1,y,no,12,3,1,80,0,1,2,3,1,0,0,0
55,no,travel_rarely,1441,research & development,22,3,technical degree,1,1,male,94,2,1,research scientist,2,divorced,3537,23737,5,y,no,12,3,4,80,1,8,1,3,4,2,1,2
34,no,travel_rarely,1157,research & development,5,2,medical,1,2,male,57,2,2,laboratory technician,4,married,3986,11912,1,y,no,14,3,3,80,1,15,3,4,15,10,4,13
37,no,travel_frequently,1278,sales,1,4,medical,1,3,male,31,1,2,sales executive,4,divorced,9525,7677,1,y,no,14,3,3,80,2,6,2,2,6,3,1,3
44,no,travel_rarely,921,research & development,2,3,life sciences,1,3,female,96,4,3,healthcare representative,4,married,7879,14810,1,y,yes,19,3,2,80,1,9,2,3,8,7,6,7
35,no,travel_frequently,146,research & development,2,4,medical,1,1,male,79,2,1,research scientist,4,single,4930,13970,0,y,yes,14,3,3,80,0,6,2,4,5,4,1,4
24,no,travel_rarely,581,research & development,9,3,medical,1,3,male,62,4,1,research scientist,3,married,4401,17616,1,y,no,16,3,4,80,1,5,1,3,5,3,0,4
36,no,travel_rarely,530,sales,2,4,life sciences,1,3,female,51,3,2,sales representative,4,single,4502,7439,3,y,no,15,3,3,80,0,17,2,2,13,7,6,7
24,yes,travel_rarely,240,human resources,22,1,human resources,1,4,male,58,1,1,human resources,3,married,1555,11585,1,y,no,11,3,3,80,1,1,2,3,1,0,0,0
32,no,travel_frequently,585,research & development,10,3,life sciences,1,1,male,56,3,1,research scientist,3,married,3433,17360,6,y,no,13,3,1,80,1,10,3,2,5,2,1,3
31,no,travel_rarely,741,research & development,2,4,life sciences,1,2,male,69,3,1,laboratory technician,3,married,3477,18103,1,y,no,14,3,4,80,1,6,2,4,5,2,0,3
41,no,non-travel,552,human resources,4,3,human resources,1,3,male,60,1,2,human resources,2,married,6430,20794,6,y,no,19,3,2,80,1,10,4,3,3,2,1,2
40,no,travel_rarely,369,research & development,8,2,life sciences,1,2,female,92,3,2,manufacturing director,1,married,6516,5041,2,y,yes,16,3,2,80,1,18,3,3,1,0,0,0
46,no,travel_rarely,717,research & development,13,4,life sciences,1,3,male,34,3,2,healthcare representative,2,single,5562,9697,6,y,no,14,3,4,80,0,19,3,3,10,7,0,9
35,no,travel_rarely,1370,research & development,27,4,life sciences,1,4,male,49,3,2,manufacturing director,3,married,6883,5151,2,y,no,16,3,2,80,1,17,3,3,7,7,0,7
30,no,travel_rarely,793,research & development,16,1,life sciences,1,2,male,33,3,1,research scientist,4,married,2862,3811,1,y,no,12,3,2,80,1,10,2,2,10,0,0,8
47,no,non-travel,543,sales,2,4,marketing,1,3,male,87,3,2,sales executive,2,married,4978,3536,7,y,no,11,3,4,80,1,4,3,1,1,0,0,0
32,yes,travel_rarely,964,sales,1,2,life sciences,1,1,male,34,1,2,sales executive,2,single,6735,12147,6,y,no,15,3,2,80,0,10,2,3,0,0,0,0
